BIOL 102-A1 (S),BIOL 102-A1 (S)  LEC The Organism,TR 9:55am-11:10am
BIOL 134-01 (F),BIOL 134-01 (F)  LEC Tropics: Biology&Social Issues,MWF 9:00am-9:50am
BIOL 135-01 (F),BIOL 135-01 (F)  LEC Evolution as Fact and Theory,TR 9:55am-11:10am
BIOL 202-01 (F),BIOL 202-01 (F)  LEC Genetics,MWF 11:00am-11:50am
BIOL 203-01 (F),BIOL 203-01 (F)  LEC Ecology,MWF 10:00am-10:50am
BIOL 204-01 (S),BIOL 204-01 (S)  LEC Animal Behavior,TR 8:30am-9:45am
BIOL 205-01 (S),BIOL 205-01 (S)  LEC Physiology,MWF 9:00am-9:50am
BIOL 211-01 (S),BIOL 211-01 (S)  LEC Paleobiology,TR 9:55am-11:10am
BIOL 212-01 (F),BIOL 212-01 (F)  LEC Neuroscience,TR 9:55am-11:10am
BIOL 213-01 (F),BIOL 213-01 (F)  LEC Sensory Biology,TR 11:20am-12:35pm
BIOL 220-01 (S),BIOL 220-01 (S)  LEC Field Botany&Plant Naturl Hist,MWF 9:00am-9:50am
BIOL 222-01 (S),BIOL 222-01 (S)  LEC Essentials of Biochemistry,TR 9:55am-11:10am
BIOL 231-01 (F),BIOL 231-01 (S)  LEC Marine Ecology,TBA
BIOL 297-01 (F),BIOL 297-01 (F)  IND Independent Study: Biology,TBA
BIOL 298-01 (S),BIOL 298-01 (S)  IND Independent Study: Biology,TBA
BIOL 302-01 (F),BIOL 302-01 (F)  LEC Communities and Ecosystems,TR 9:55am-11:10am
BIOL 305-01 (S),BIOL 305-01 (S)  LEC Evolution,MWF 10:00am-10:50am
BIOL 308-01 (F),BIOL 308-01 (F)  LEC Integrative Plant Biology,TR 9:55am-11:10am
BIOL 31-01 (W),BIOL 31-01 (W)  HON Senior Thesis: Biology,TBA
BIOL 311-01 (F),BIOL 311-01 (F)  LEC Neural Systems and Circuits,MWF 9:00am-9:50am
BIOL 313-01 (S),BIOL 313-01 (S)  LEC Immunology,MWF 11:00am-11:50am
BIOL 315-01 (S),BIOL 315-01 (S)  LEC Microbiology,MWF 9:00am-9:50am
BIOL 321-01 (S),BIOL 321-01 (F)  LEC Biochem I:Struc&Func Molecules,MWF 10:00am-10:50am
BIOL 322-01 (S),BIOL 322-01 (S)  LEC Biochemistry II: Metabolism,TBA
BIOL 330-01 (S),BIOL 330-01 (S)  LEC Genomes: Struct; Funct; Evol,MWF 10:00am-10:50am
BIOL 413-01 (F),BIOL 413-01 (F)  SEM Global Change Ecology,TR 11:20am-12:35pm
BIOL 418-01 (F),BIOL 418-01 (F)  SEM Signal Transduction to Cancer,TR 9:55am-11:10am
BIOL 419-01 (S),BIOL 419-01 (S)  SEM Enzyme Structure and Function,TR 9:55am-11:10am
BIOL 421-T1 (F),BIOL 421-T1 (F)  TUT Thermoregulation,TR 8:30am-9:45am
BIOL 430-T1 (S),BIOL 430-T1 (S)  TUT Genome Sciences,TR 9:55am-11:10am
BIOL 493-01 (F),BIOL 493-01 (F)  HON Senior Research: Biology,F 1:10pm-2:35pm
BIOL 494-01 (S),BIOL 494-01 (S)  HON Senior Research: Biology,F 1:10pm-2:35pm
BIOL 99-01 (W),BIOL 99-01 (W)  IND Independent Study: Biology,TBA
CHEM 151-01 (F),CHEM 151-01 (F)  LEC Introductory Chemistry,MWF 8:30am-9:45am
CHEM 153-01 (F),CHEM 153-01 (F)  LEC Concepts of Chemistry,MWF 9:00am-9:50am
CHEM 155-01 (F),CHEM 155-01 (F)  LEC Principles of Modern Chemistry,MWF 8:00am-8:50am
CHEM 156-01 (S),CHEM 156-01 (S)  LEC Organic Chemistry: Intro Level,MWF 8:00am-8:50am
CHEM 251-01 (F),CHEM 251-01 (F)  LEC Organic Chem; Intermed Level,MWF 8:00am-8:50am
CHEM 255-01 (F),CHEM 255-01 (F)  LEC Organic Chem; Intermed Level,MWF 8:00am-8:50am
CHEM 256-01 (S),CHEM 256-01 (S)  LEC Advanced Chemical Concepts,MWF 10:00am-10:50am
CHEM 31-01 (W),CHEM 31-01 (W)  HON Sen Research&Thesis: Chemistry,TBA
CHEM 321-01 (F),CHEM 321-01 (F)  LEC Biochem I:Struc&Func Molecules,MWF 10:00am-10:50am
CHEM 322-01 (S),CHEM 322-01 (S)  LEC Biochemistry II: Metabolism,TBA
CHEM 324-01 (S),CHEM 324-01 (S)  LEC Enzyme Kinet&Reaction Mechnsms,TR 8:30am-9:45am
CHEM 326-01 (F),CHEM 326-01 (F)  LEC Chemical & Synthetic Biology,TR 9:55am-11:10am
CHEM 335-01 (F),CHEM 335-01 (F)  LEC Inorganic/Organometallic Chem,TR 8:30am-9:45am
CHEM 336-01 (S),CHEM 336-01 (S)  LEC Materials Chemistry,TR 8:30am-9:45am
CHEM 344-01 (S),CHEM 344-01 (S)  LEC Physical Organic Chemistry,MWF 11:00am-11:50am
CHEM 348-01 (F),CHEM 348-01 (F)  LEC Polymer Chemistry,MWF 12:00pm-12:50pm
CHEM 361-01 (F),CHEM 361-01 (F)  LEC Quantum Chem & Chem Dynamics,MWF 11:00am-11:50am
CHEM 364-01 (S),CHEM 364-01 (S)  LEC Instrumental Methods Analysis,MWF 10:00am-10:50am
CHEM 366-01 (S),CHEM 366-01 (S)  LEC Thermodynamics/Stat Mechanics,MWF 11:00am-12:15pm
CHEM 367-01 (S),CHEM 367-01 (S)  LEC Biophysical Chemistry,TR 9:55am-11:10am
CHEM 393-01 (F),CHEM 393-01 (F)  HON Junior Resrch&Thesis:Chemistry, 
CHEM 394-01 (S),CHEM 394-01 (S)  HON Junior Resrch&Thesis:Chemistry, 
CHEM 397-01 (F),CHEM 397-01 (F)  IND Junior Yr Ind Study: Chemistry, 
CHEM 398-01 (S),CHEM 398-01 (S)  IND Junior Yr Ind Study: Chemistry, 
CHEM 493-01 (F),CHEM 493-01 (F)  HON Senior Resrch&Thesis:Chemistry,F 1:10pm-2:25pm
CHEM 494-01 (S),CHEM 494-01 (S)  HON Senior Resrch&Thesis:Chemistry,F 1:10pm-2:25pm
CHEM 497-01 (S),CHEM 497-01 (S)  IND Senior Yr Ind Study: Chemistry, 
CHEM 99-01 (W),CHEM 99-01 (W)  IND Independent Study: Chemistry,TBA
CHIN 101-01 (F),CHIN 101-01 (F)  LEC Basic Chinese,TR 9:55am-11:10am
CHIN 102-01 (S),CHIN 102-01 (S)  LEC Basic Chinese,TR 9:55am-11:10am
CHIN 134-T1 (S),CHIN 134-T1 (S)  TUT Leaving the World Behind,TBA
CHIN 201-01 (F),CHIN 201-01 (F)  LEC Intermediate Chinese,MWF 9:00am-9:50am&TR 8:55am-9:45am
CHIN 202-01 (S),CHIN 202-01 (S)  LEC Intermediate Chinese,MWF 9:00am-9:50am&TR 8:55am-9:45am
CHIN 214-01 (F),CHIN 214-01 (F)  LEC Foundations of China,MWF 12:00pm-12:50pm
CHIN 224-01 (F),CHIN 224-01 (F)  LEC Modern Chinese Literature,MR 2:35pm-3:50pm
CHIN 226-01 (S),CHIN 226-01 (S)  LEC Chinese Film,TF 2:35pm-3:50pm
CHIN 272-01 (S),CHIN 272-01 (S)  LEC Chinese Scripts,TF 1:10pm-2:25pm
CHIN 301-01 (F),CHIN 301-01 (F)  LEC Upper Intermediate Chinese,TR 11:20am-12:35pm
CHIN 302-01 (S),CHIN 302-01 (S)  LEC Upper Intermediate Chinese,TR 11:20am-12:35pm
CHIN 31-01 (W),CHIN 31-01 (W)  HON Senior Thesis: Chinese,TBA
CHIN 312-01 (F),CHIN 312-01 (F)  SEM Intro to Classical Chinese,TF 2:35pm-3:50pm
CHIN 401-01 (F),CHIN 401-01 (F)  LEC Advanced Chinese,MR 1:10pm-2:25pm
CHIN 402-01 (S),CHIN 402-01 (S)  LEC Advanced Chinese,MR 2:35pm-3:50pm
CHIN 420-01 (S),CHIN 420-01 (S)  LEC Modern Chinese Lit,TF 1:10pm-2:25pm
CHIN 423-01 (F),CHIN 423-01 (F)  SEM Emotional Life in Chinese Lit,TR 8:30am-9:45am
CHIN 493-01 (F),CHIN 493-01 (F)  HON Senior Thesis: Chinese,TBA
CHIN 497-01 (F),CHIN 497-01 (F)  IND Independent Study: Chinese,TBA
CHIN 498-01 (S),CHIN 498-01 (S)  IND Independent Study: Chinese,TBA
CHIN 99-01 (W),CHIN 99-01 (W)  IND Independent Study: Chinese,TBA
CLAS 102-01 (S),CLAS 102-01 (S)  SEM Roman Literature,MR 1:10pm-2:25pm
CLAS 202-01 (F),CLAS 202-01 (F)  LEC Greek Tragedy,MR 2:35pm-3:50pm
CLAS 203-01 (F),CLAS 203-01 (F)  LEC History of Greek Philosophy,MWF 11:00am-12:15pm
CLAS 213-01 (S),CLAS 213-01 (S)  SEM The Body in Ancient Art,MR 1:10pm-2:25pm
CLAS 214-01 (S),CLAS 214-01 (S)  SEM Greek Athletics and Lit,TF 1:10pm-2:25pm
CLAS 215-01 (S),CLAS 215-01 (S)  SEM New Testament: Word to Book,TF 1:10pm-2:25pm
CLAS 219-01 (S),CLAS 219-01 (S)  SEM Judaism Under Greece and Rome,TF 2:35pm-3:50pm
CLAS 222-01 (S),CLAS 222-01 (S)  LEC Greek History,MR 2:35pm-3:50pm
CLAS 227-01 (F),CLAS 227-01 (F)  SEM Ancient Ethical Literature,TF 1:10pm-2:25pm
CLAS 230-01 (F),CLAS 230-01 (F)  LEC From Alexander to Cleopatra,TF 1:10pm-2:25pm
CLAS 242-01 (S),CLAS 242-01 (S)  SEM The Country and the City,MR 2:35pm-3:50pm
CLAS 248-01 (S),CLAS 248-01 (S)  LEC Greek Art and the Gods,MW 11:00am-12:15pm
CLAS 31-01 (W),CLAS 31-01 (W)  HON Senior Thesis: Classics,TBA
CLAS 332-01 (S),CLAS 332-01 (S)  SEM Aristotle's Metaphysics,TR 9:55am-11:10am
CLAS 493-01 (F),CLAS 493-01 (F)  HON Senior Thesis: Classics,TBA
CLAS 494-01 (S),CLAS 494-01 (S)  HON Senior Thesis: Classics,TBA
CLAS 497-01 (F),CLAS 497-01 (F)  IND Independent Study: Classics,TBA
CLAS 498-01 (S),CLAS 498-01 (S)  IND Independent Study: Classics,TBA
CLAS 499-01 (S),CLAS 499-01 (S)  LEC Senior Colloquium,TBA
CLAS 99-01 (W),CLAS 99-01 (W)  IND Independent Study: Classics,TBA
CLGR 101-01 (F),CLGR 101-01 (F)  LEC Introduction to Greek,MWF 11:00am-12:15pm
CLGR 102-01 (S),CLGR 102-01 (S)  LEC Introduction to Greek,MWF 11:00am-12:15pm
CLGR 201-01 (F),CLGR 201-01 (F)  LEC Intermediate Greek,MWF 8:30am-9:45am
CLGR 401-01 (S),CLGR 401-01 (S)  SEM Homer: The Iliad,MR 1:10pm-2:25pm
CLGR 414-01 (F),CLGR 414-01 (F)  SEM Thucydides,MR 1:10pm-2:25pm
CLGR 99-01 (W),CLGR 99-01 (W)  IND Independent Study: Greek,TBA
CLLA 101-01 (F),CLLA 101-01 (F)  LEC Introduction to Latin,MWF 11:00am-12:15pm
CLLA 102-01 (S),CLLA 102-01 (S)  LEC Introduction to Latin,MWF 11:00am-12:15pm
CLLA 201-01 (F),CLLA 201-01 (F)  LEC Intermed Latin:Late Republic,MR 1:10pm-2:25pm
CLLA 302-01 (S),CLLA 302-01 (S)  SEM Vergil's Aeneid,TF 2:35pm-3:50pm
CLLA 406-01 (F),CLLA 406-01 (F)  SEM Horace's Odes,TF 2:35pm-3:50pm
CLLA 415-01 (S),CLLA 415-01 (S)  SEM Ovid's Metamorphoses,TF 2:35pm-3:50pm
CLLA 99-01 (W),CLLA 99-01 (W)  IND Independent Study: Latin,TBA
CMAJ 31-01 (W),CMAJ 31-01 (W)  HON Senior Thesis: Contract Major,TBA
CMAJ 493-01 (F),CMAJ 493-01 (F)  HON Senior Thesis: Contract Major,TBA
CMAJ 494-01 (S),CMAJ 494-01 (S)  HON Senior Thesis: Contract Major,TBA
CMAJ 497-01 (F),CMAJ 497-01 (F)  IND Indep Study: Contract Major,TBA
CMAJ 498-01 (S),CMAJ 498-01 (S)  IND Indep Study: Contract Major,TBA
CMAJ 99-01 (W),CMAJ 99-01 (W)  IND Indep Study: Contract Major,TBA
COGS 222-01 (F),COGS 222-01 (F)  LEC Intro to Cognitive Science,TR 11:20am-12:35pm
COGS 31-01 (W),COGS 31-01 (W)  HON Sr Thsis: Cognitive Science,TBA
COGS 493-01 (S),COGS 493-01 (S)  SEM Topics Mind & Cognition,TBA
COGS 494-01 (S),COGS 494-01 (S)  HON Sr. Thesis: Cognitive Science,TBA
COGS 497-01 (F),COGS 497-01 (F)  IND Ind Study: Cognitive Science,TBA
COGS 498-01 (S),COGS 498-01 (S)  IND Ind Study: Cognitive Science,TBA
COGS 99-01 (W),COGS 99-01 (W)  IND Ind Stdy: Cognitive Science,TBA
COMP 105-01 (S),COMP 105-01 (S)  SEM The Modernist Experiment,TF 1:10pm-2:25pm
COMP 108-01 (S),COMP 108-01 (S)  SEM Roman Literature,MR 1:10pm-2:25pm
COMP 110-01 (S),COMP 110-01 (S)  LEC Intro to Comparative Lit,TF 2:35pm-3:50pm
COMP 111-01 (F),COMP 111-01 (F)  SEM The Nature of Narrative,MR 2:35pm-3:50pm
COMP 128-01 (S),COMP 128-01 (S)  SEM Reading Asianamerican Lit,TR 9:55am-11:10am
COMP 134-T1 (S),COMP 134-T1 (S)  TUT Leaving the World Behind,TBA
COMP 151-01 (F),COMP 151-01 (F)  SEM Introduction to Theatre,MW 11:00am-12:50pm
COMP 186-01 (F),COMP 186-01 (F)  LEC Japanese Visual Pop Culture,MR 2:35pm-3:50pm
COMP 202-01 (S),COMP 202-01 (S)  SEM Modern Drama,TF 2:35pm-3:50pm
COMP 203-01 (F),COMP 203-01 (F)  LEC 19th-Century Russian Lit,TF 1:10pm-2:25pm
COMP 207-01 (S),COMP 207-01 (S)  SEM Genesis: The Family Saga,TR 9:55am-11:10am
COMP 210-01 (F),COMP 210-01 (F)  SEM Latina/o Language Politics,TF 1:10pm-2:25pm
COMP 211-01 (F),COMP 211-01 (F)  SEM Jewish Art of Interpretation,TR 9:55am-11:10am
COMP 215-T1 (F),COMP 215-T1 (F)  TUT Cults of Personality,TBA
COMP 219-01 (F),COMP 219-01 (F)  LEC Modern Chinese Literature,MR 2:35pm-3:50pm
COMP 220-01 (F),COMP 220-01 (F)  LEC Greek Tragedy,MR 2:35pm-3:50pm
COMP 221-01 (S),COMP 221-01 (S)  LEC Hollywood Film,MR 2:35pm-3:50pm
COMP 230-01 (S),COMP 230-01 (S)  SEM Renaissance: Self and World,TR 9:55am-11:10am
COMP 231-T1 (F),COMP 231-T1 (F)  TUT Postmodernism,TBA
COMP 238-01 (F),COMP 238-01 (F)  LEC Zen andamerican Literature,MW 7:00pm-8:15pm
COMP 240-01 (F),COMP 240-01 (F)  SEM Intro to Literary Theory,MWF 11:00am-12:15pm
COMP 249-01 (F),COMP 249-01 (F)  SEM Trauma and Memory,TR 9:55am-11:10am
COMP 252-01 (S),COMP 252-01 (S)  SEM Greek Athletics and Lit,TF 1:10pm-2:25pm
COMP 257-01 (F),COMP 257-01 (F)  SEM Gender in Putin's Russia,MR 2:35pm-3:50pm
COMP 265-01 (S),COMP 265-01 (S)  SEM Literary Theory,TF 1:10pm-2:25pm
COMP 266-01 (S),COMP 266-01 (S)  SEM Japanese Lit: Confession,MR 2:35pm-3:50pm
COMP 267-01 (S),COMP 267-01 (S)  SEM Performance Studies,W 1:10pm-3:50pm
COMP 271-01 (S),COMP 271-01 (S)  SEM Madness; Absurd in Russ. Lit.,MR 1:10pm-2:25pm
COMP 272-01 (S),COMP 272-01 (S)  LEC Chinese Scripts,TF 1:10pm-2:25pm
COMP 273-01 (S),COMP 273-01 (S)  SEM Detectives Without Borders,MR 2:35pm-3:50pm
COMP 275-T1 (F),COMP 275-T1 (F)  TUTamrcn Drama: Hidden Knowledge,TBA
COMP 276-T1 (S),COMP 276-T1 (S)  TUT Black Europeans,TBA
COMP 277-01 (F),COMP 277-01 (F)  SEM Ancient Ethical Literature,TF 1:10pm-2:25pm
COMP 280-01 (F),COMP 280-01 (F)  SEM Representing the Holocaust,MR 1:10pm-2:25pm
COMP 293-01 (S),COMP 293-01 (S)  SEM Great Big Books,MWF 11:00am-12:15pm
COMP 296-01 (S),COMP 296-01 (S)  LEC Chinese Film,TF 2:35pm-3:50pm
COMP 306-01 (S),COMP 306-01 (S)  SEM Tolstoy,TF 1:10pm-2:25pm
COMP 309-01 (S),COMP 309-01 (S)  SEM Complexion Complexities,TR 8:30am-9:45am
COMP 31-01 (W),COMP 31-01 (W)  HON Senior Thesis: Comparative Lit,TBA
COMP 313-01 (F),COMP 313-01 (F)  SEM Feeling Queer and Asian,TR 11:20am-12:35pm
COMP 322-01 (S),COMP 322-01 (S)  SEM Africana Graphic Novels,TR 9:55am-11:10am
COMP 329-01 (S),COMP 329-01 (S)  SEM Political Romanticism,MW 7:00pm-8:15pm
COMP 330-01 (S),COMP 330-01 (S)  SEM New Orleans as Muse,R 1:10pm-3:50pm
COMP 334-01 (S),COMP 334-01 (S)  SEM Imagining Joseph,W 1:10pm-3:50pm
COMP 337-01 (S),COMP 337-01 (S)  SEM Theamerican Renaissance,TF 1:10pm-2:25pm
COMP 339-01 (F),COMP 339-01 (F)  SEM Posthuman Ecologies,TF 1:10pm-2:25pm
COMP 342-01 (S),COMP 342-01 (S)  SEM Bishop in theamericas,TF 1:10pm-2:25pm
COMP 345-01 (S),COMP 345-01 (S)  SEM 'Alice' in Translation,MWF 8:30am-9:45am
COMP 350-01 (S),COMP 350-01 (S)  SEM Cervantes' 'Don Quixote',TF 2:35pm-3:50pm
COMP 352-T1 (S),COMP 352-T1 (S)  TUT Mysticism,TBA
COMP 363-01 (S),COMP 363-01 (S)  SEM Where are all the Jews?,TR 11:20am-12:35pm
COMP 366-01 (F),COMP 366-01 (F)  SEM Joyce; Woolf; and Proust,MR 2:35pm-3:50pm
COMP 382-01 (S),COMP 382-01 (S)  SEM Asian/American Film and Video,MR 2:35pm-3:50pm
COMP 395-01 (F),COMP 395-01 (F)  SEM Signs of History,W 1:10pm-3:50pm
COMP 397-01 (F),COMP 397-01 (F)  IND Indep Study: Comparative Lit,TBA
COMP 398-01 (S),COMP 398-01 (S)  IND Indep Study: Comparative Lit,TBA
COMP 401-01 (F),COMP 401-01 (F)  SEM Sr.Sem:Arts take on Neoliberls,MR 1:10pm-2:25pm
COMP 404-01 (S),COMP 404-01 (S)  SEM The Art of Minor Resistance,TR 8:30am-9:45am
COMP 407-01 (F),COMP 407-01 (F)  SEM Literature; Justice; Community,MR 2:35pm-3:50pm
COMP 421-01 (F),COMP 421-01 (F)  SEM Fanaticism,MR 2:35pm-3:50pm
COMP 483-01 (S),COMP 483-01 (S)  SEM Representing History,W 1:10pm-3:50pm
COMP 493-01 (F),COMP 493-01 (F)  HON Sr Thesis: Comparative Lit,TBA
COMP 494-01 (S),COMP 494-01 (S)  HON Sr Thesis: Comparative Lit,TBA
COMP 497-01 (F),COMP 497-01 (F)  IND Indep Study: Comparative Lit,TBA
COMP 498-01 (S),COMP 498-01 (S)  IND Indep Study: Comparative Lit,TBA
COMP 99-01 (W),COMP 99-01 (W)  IND Indep Study: Comparative Lit,TBA
CRHE 101-01 (F),CRHE 101-01 (F)  LEC Hebrew,TBA
CRHE 102-01 (S),CRHE 102-01 (S)  LEC Hebrew,TBA
CRHE 99-01 (W),CRHE 99-01 (W)  IND Independent Study: Hebrew,TBA
CRHI 101-01 (F),CRHI 101-01 (F)  LEC Hindi,TBA
CRHI 102-01 (S),CRHI 102-01 (S)  LEC Hindi,TBA
CRHI 99-01 (W),CRHI 99-01 (W)  IND Independent Study: Hindi,TBA
CRKO 101-01 (F),CRKO 101-01 (F)  LEC Korean,TBA
CRKO 102-01 (S),CRKO 102-01 (S)  LEC Korean,TBA
CRKO 99-01 (W),CRKO 99-01 (W)  IND Independent Study: Korean,TBA
CRLA 99-01 (W),CRLA 99-01 (W)  IND Ind Study: Critical Languages,TBA
CRPO 101-01 (F),CRPO 101-01 (F)  LEC Elementary Portuguese,TBA
CRPO 102-01 (S),CRPO 102-01 (S)  LEC Elementary Portuguese,TBA
CRSW 101-01 (F),CRSW 101-01 (F)  LEC Swahili,TBA
CRSW 102-01 (S),CRSW 102-01 (S)  LEC Swahili,TBA
CRSW 99-01 (W),CRSW 99-01 (W)  IND Independent Study: Swahili,TBA
CSCI 103-01 (F),CSCI 103-01 (F)  LEC Electronic Textiles,TR 9:55am-11:10am
CSCI 134-01 (S),CSCI 134-01 (S)  LEC Intro to Computer Science,MWF 8:00am-8:50am
CSCI 136-01 (S),CSCI 136-01 (F)  LEC Data Strctures & Advanced Prog,MWF 9:00am-9:50am
CSCI 237-01 (F),CSCI 237-01 (S)  LEC Computer Organization,MWF 12:00pm-12:50pm
CSCI 256-01 (S),CSCI 256-01 (F)  LEC Algorithm Design & Analysis,MWF 12:00pm-12:50pm
CSCI 31-01 (W),CSCI 31-01 (W)  HON Senior Thesis:Computer Science,TBA
CSCI 315-T1 (S),CSCI 315-T1 (S)  TUT Computational Biology,TBA
CSCI 326-01 (S),CSCI 326-01 (S)  LEC Software Methods,TR 9:55am-11:10am
CSCI 331-01 (F),CSCI 331-01 (F)  LEC Intro to Computer Security,TR 11:20am-12:35pm
CSCI 333-01 (S),CSCI 333-01 (S)  LEC Storage Systems,MR 2:35pm-3:50pm
CSCI 334-01 (S),CSCI 334-01 (S)  LEC Principles of Programming Lang,TF 1:10pm-2:25pm
CSCI 338-01 (F),CSCI 338-01 (F)  LEC Parallel Processing,MR 1:10pm-2:25pm
CSCI 339-01 (S),CSCI 339-01 (S)  LEC Distributed Systems,MR 1:10pm-2:25pm
CSCI 343-01 (F),CSCI 343-01 (F)  LEC Application Development,TF 1:10pm-2:25pm
CSCI 356-T1 (F),CSCI 356-T1 (F)  TUT Advanced Algorithms,TBA
CSCI 358-01 (S),CSCI 358-01 (S)  LEC Applied Algorithms,TR 11:20am-12:35pm
CSCI 361-01 (F),CSCI 361-01 (S)  LEC Theory of Computation,MWF 12:00pm-12:50pm
CSCI 374-T1 (S),CSCI 374-T1 (S)  TUT Machine Learning,TBA
CSCI 376-01 (F),CSCI 376-01 (F)  LEC Human-Computer Interaction,MR 2:35pm-3:50pm
CSCI 397-01 (F),CSCI 397-01 (F)  IND Ind Reading: Computer Science,TBA
CSCI 398-01 (S),CSCI 398-01 (S)  IND Ind Reading: Computer Science,TBA
CSCI 493-01 (F),CSCI 493-01 (F)  HON Research in Computer Science,TBA
CSCI 494-01 (S),CSCI 494-01 (S)  HON Senior Thesis:Computer Science,TBA
CSCI 497-01 (F),CSCI 497-01 (F)  IND Ind Reading: Computer Science,TBA
CSCI 498-01 (S),CSCI 498-01 (S)  IND Ind Reading: Computer Science,TBA
CSCI 99-01 (W),CSCI 99-01 (W)  IND Indep Study:Computer Science,TBA
DANC 103-01 (F),DANC 103-01 (F)  SEM Historical Research in Dance,TR 11:20am-12:35pm
DANC 104-01 (F),DANC 104-01 (F)  STU Ballet I,MR 1:10pm-2:25pm
DANC 106-01 (F),DANC 106-01 (F)  STU Modern Dance I,TR 9:55am-11:10am
DANC 201-01 (S),DANC 201-01 (S)  STU African Dance and Percussion,TF 1:10pm-3:50pm
DANC 202-01 (F),DANC 202-01 (F)  STU African Dance & Percussion,TF 1:10pm-3:50pm
DANC 203-01 (S),DANC 203-01 (S)  STU Intermediate Ballet,MR 1:10pm-3:50pm
DANC 204-01 (S),DANC 204-01 (S)  STU Ballet II,MR 1:10pm-2:25pm
DANC 205-01 (F),DANC 205-01 (F)  SEM Modern Rebels,TBA
DANC 206-01 (S),DANC 206-01 (S)  STU Modern Beginning/Intermediate,TR 11:20am-12:35pm
DANC 214-01 (F),DANC 214-01 (F)  SEM Performance Ethnography,W 1:10pm-3:50pm
DANC 216-01 (S),DANC 216-01 (S)  SEM Asian-American Identities,TR 9:55am-11:10am
DANC 217-01 (S),DANC 217-01 (S)  SEM Moving While Black,MR 1:10pm-2:25pm
DANC 226-01 (S),DANC 226-01 (S)  SEM Gender and the Dancing Body,W 1:10pm-3:50pm
DANC 267-01 (S),DANC 267-01 (S)  SEM Performance Studies,W 1:10pm-3:50pm
DANC 285-01 (F),DANC 285-01 (F)  STU Scenic and Lighting Design,TR 11:20am-12:35pm
DANC 300-01 (F),DANC 300-01 (F)  STU Advanced Ballet,MWF 11:00am-12:50pm
DANC 304-01 (S),DANC 304-01 (S)  STU Ballet lll Intermediate/Advanc,MW 11:00am-12:15pm
DANC 397-01 (F),DANC 397-01 (F)  IND Independent Study: Dance,TBA
DANC 398-01 (S),DANC 398-01 (S)  IND Independent Study: Dance,TBA
DANC 99-01 (W),DANC 99-01 (W)  IND Independent Study: Dance,TBA
ECON 110-01 (S),ECON 110-01 (F)  LEC Principles of Microeconomics,MR 1:10pm-2:25pm
ECON 120-01 (F),ECON 120-01 (F)  LEC Principles of Macroeconomics,MWF 8:30am-9:45am
ECON 204-01 (S),ECON 204-01 (S)  LEC Econ of Developing Countries,M 7:00pm-9:40pm
ECON 205-01 (F),ECON 205-01 (F)  LEC Public Economics,MWF 8:30am-9:45am
ECON 213-01 (S),ECON 213-01 (S)  LEC Intro Envi & Nat'l Resrce Econ,MWF 8:30am-9:45am
ECON 214-T1 (S),ECON 214-T1 (S)  TUT CO2 Offsets: Economics/Ethics,TBA
ECON 227-01 (F),ECON 227-01 (F)  SEM Acquiring Art,MR 1:10pm-2:25pm
ECON 233-01 (F),ECON 233-01 (F)  LEC Behavioral Econ & Pub Policy,TR 11:20am-12:35pm
ECON 238-01 (F),ECON 238-01 (F)  LEC Sustainable Economic Growth,TF 1:10pm-2:25pm
ECON 251-01 (S),ECON 251-01 (F)  LEC Price and Allocation Theory,MWF 8:30am-9:45am
ECON 252-01 (S),ECON 252-01 (S)  LEC Macroeconomics,MWF 8:30am-9:45am
ECON 255-01 (S),ECON 255-01 (S)  LEC Econometrics,TF 1:10pm-2:25pm
ECON 257-01 (S),ECON 257-01 (S)  LEC The Economics of Race,MR 2:35pm-3:50pm
ECON 299-01 (F),ECON 299-01 (F)  LEC Econ Liberalism & Its Critics,MR 2:35pm-3:50pm
ECON 30-01 (W),ECON 30-01 (W)  HON Honors Project: Economics,TBA
ECON 31-01 (W),ECON 31-01 (W)  HON Honors Thesis: Economics,TBA
ECON 345-01 (S),ECON 345-01 (S)  SEM Growth Diagnostics,TR 11:20am-12:35pm
ECON 352-01 (S),ECON 352-01 (S)  LEC Financial Development&Regultn,MW 11:00am-12:15pm
ECON 359-01 (S),ECON 359-01 (S)  SEM Developing Country Macro II,MR 1:10pm-2:25pm
ECON 362-01 (S),ECON 362-01 (S)  LEC Global Competitive Strategies,M 7:00pm-9:40pm
ECON 371-01 (F),ECON 371-01 (F)  SEM Time Series Econometrics,TF 1:10pm-2:25pm
ECON 372-01 (S),ECON 372-01 (S)  SEM Incentives and Development,TF 1:10pm-2:25pm
ECON 377-01 (F),ECON 377-01 (F)  LEC The Economics of Innovation,MR 1:10pm-2:25pm
ECON 378-01 (F),ECON 378-01 (F)  LEC Long-Run Perspctvs Econ Grwth,TR 11:20am-12:35pm
ECON 379-01 (S),ECON 379-01 (S)  SEM Prog Eval for Int'l Develop,MR 2:35pm-3:50pm
ECON 385-01 (S),ECON 385-01 (S)  LEC Games and Information,TR 11:20am-12:35pm
ECON 389-01 (S),ECON 389-01 (S)  SEM Tax Policy in Global Perspctv,TR 9:55am-11:10am
ECON 397-01 (F),ECON 397-01 (F)  IND Independent Study: Economics,TBA
ECON 398-01 (S),ECON 398-01 (S)  IND Independent Study: Economics,TBA
ECON 451-01 (F),ECON 451-01 (F)  SEM Topics in Macroeconomics,TF 2:35pm-3:50pm
